PV MassSpec-24.10.00
EXPORTED RUN DATA
Run Path and Name: c:\Pfeiffer Vacuum\data\002-11-2025\100PPMCH4-TR1, Position 1, RGA PrismaPro A 200 47505932, 002-11-2025 16'54'02.isi
02/11/2025 16:54:02
SensorID:  RGA PrismaPro A 200 47505932
26 Bins
467 TimePoints

Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure_(mBar)	External_Pressure_(mBar)	16_amu_(Methane)	18_amu_(Water)	28_amu_(Nitrogen)	32_amu_(Oxygen)	44_amu_(CO2)	Periph:_Digital_In_0	Periph:_Digital_In_1	Periph:_Digital_In_13	Periph:_Digital_In_14	Periph:_Digital_In_15	Periph:_Digital_In_16	Periph:_Digital_In_17	Periph:_Digital_Out_2	Periph:_Digital_Out_3	Periph:_Digital_Out_4	Periph:_Digital_Out_5	Periph:_Digital_Out_6	Periph:_Digital_Out_7	Periph:_Digital_Out_8	Periph:_Digital_Out_9	Periph:_Digital_Out_10	Periph:_Digital_Out_11
24.988	1739289267.142	02/11/2025_16:54:27.142	1	3	1.474896726e-05	3.446464689e-06	1.343633205e-09	1.566839852e-10	2.011241484e-08	4.490156247e-09	8.473274166e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
25.225	1739289267.379	02/11/2025_16:54:27.379	1	3	1.474640612e-05	3.422763712e-06	1.337919442e-09	1.583894543e-10	2.021405088e-08	4.445305457e-09	8.594245107e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
25.462	1739289267.616	02/11/2025_16:54:27.616	1	3	1.473527482e-05	3.461022516e-06	1.348881784e-09	1.586527715e-10	2.013259248e-08	4.426281563e-09	7.794955653e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
25.699	1739289267.853	02/11/2025_16:54:27.853	1	3	1.481219351e-05	3.499704917e-06	1.343124389e-09	1.562892732e-10	2.011572597e-08	4.462252345e-09	7.685994202e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
25.935	1739289268.089	02/11/2025_16:54:28.089	1	3	1.457385224e-05	3.458371111e-06	1.345609069e-09	1.592557614e-10	2.01532746e-08	4.451122138e-09	7.925109353e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
26.172	1739289268.326	02/11/2025_16:54:28.326	1	3	1.46221555e-05	3.462349014e-06	1.35115763e-09	1.576270087e-10	2.009597821e-08	4.461541359e-09	8.536397283e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
26.409	1739289268.563	02/11/2025_16:54:28.563	1	3	1.471427368e-05	3.501050287e-06	1.348666401e-09	1.561481916e-10	2.008749433e-08	4.481363725e-09	8.366292034e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
26.646	1739289268.800	02/11/2025_16:54:28.800	1	3	1.473364046e-05	3.475641734e-06	1.341938671e-09	1.576270503e-10	2.014663814e-08	4.431528478e-09	7.771628827e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
26.883	1739289269.037	02/11/2025_16:54:29.037	1	3	1.479744424e-05	3.451751127e-06	1.345763612e-09	1.574090858e-10	2.009475963e-08	4.377548546e-09	7.699450452e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
27.119	1739289269.273	02/11/2025_16:54:29.273	1	3	1.475375848e-05	3.505073437e-06	1.338902322e-09	1.575334863e-10	2.019247525e-08	4.452387348e-09	8.336103509e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
27.356	1739289269.510	02/11/2025_16:54:29.510	1	3	1.472592885e-05	3.459692834e-06	1.347771117e-09	1.544998296e-10	2.013214662e-08	4.445102952e-09	8.678073884e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
27.593	1739289269.747	02/11/2025_16:54:29.747	1	3	1.470922962e-05	3.446464689e-06	1.352486345e-09	1.559770785e-10	2.000235533e-08	4.447504587e-09	8.081852895e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
27.83	1739289269.984	02/11/2025_16:54:29.984	1	3	1.473494558e-05	3.425387831e-06	1.343661848e-09	1.538831007e-10	2.015564249e-08	4.434673073e-09	7.709026993e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
28.067	1739289270.221	02/11/2025_16:54:30.221	1	3	1.47464134e-05	3.435908184e-06	1.340403788e-09	1.574496644e-10	2.0189038e-08	4.429316025e-09	8.004964747e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
28.303	1739289270.457	02/11/2025_16:54:30.457	1	3	1.476722809e-05	3.431960749e-06	1.345433209e-09	1.565466229e-10	2.014077438e-08	4.446452095e-09	8.120199825e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
28.54	1739289270.694	02/11/2025_16:54:30.694	1	3	1.471528503e-05	3.479643055e-06	1.345756839e-09	1.574309155e-10	2.015381106e-08	4.437649359e-09	8.588762514e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
28.777	1739289270.931	02/11/2025_16:54:30.931	1	3	1.476018133e-05	3.507764404e-06	1.354086065e-09	1.572581232e-10	2.017675094e-08	4.461329972e-09	8.007766325e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
29.014	1739289271.168	02/11/2025_16:54:31.168	1	3	1.474416331e-05	3.487660251e-06	1.347354006e-09	1.572784541e-10	2.012949452e-08	4.473194259e-09	8.403610273e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
29.251	1739289271.405	02/11/2025_16:54:31.405	1	3	1.486945439e-05	3.451751127e-06	1.358069213e-09	1.581854925e-10	2.026475521e-08	4.479281834e-09	8.353859271e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
29.487	1739289271.641	02/11/2025_16:54:31.641	1	3	1.481546133e-05	3.480980467e-06	1.342600253e-09	1.558315421e-10	2.023877776e-08	4.450489755e-09	8.389925907e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
29.724	1739289271.878	02/11/2025_16:54:31.878	1	3	1.490002705e-05	3.475641734e-06	1.354019563e-09	1.5953458e-10	2.015294065e-08	4.452297198e-09	7.9130218e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
29.961	1739289272.115	02/11/2025_16:54:32.115	1	3	1.480481751e-05	3.478314056e-06	1.338626543e-09	1.575659325e-10	2.015041112e-08	4.432725298e-09	7.859587113e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
30.198	1739289272.352	02/11/2025_16:54:32.352	1	3	1.472666099e-05	3.462349014e-06	1.341898925e-09	1.54537147e-10	2.00779855e-08	4.44221504e-09	7.951015714e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
30.435	1739289272.589	02/11/2025_16:54:32.589	1	3	1.472835629e-05	3.471652235e-06	1.345139e-09	1.561325097e-10	2.014765599e-08	4.438549972e-09	8.076829136e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
30.671	1739289272.825	02/11/2025_16:54:32.825	1	3	1.48027666e-05	3.479643055e-06	1.338229971e-09	1.581433318e-10	2.016386169e-08	4.433111211e-09	8.265111685e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
30.908	1739289273.062	02/11/2025_16:54:33.062	1	3	1.478351351e-05	3.482314924e-06	1.341578182e-09	1.570378827e-10	2.008528988e-08	4.460423586e-09	7.778925074e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
31.145	1739289273.299	02/11/2025_16:54:33.299	1	3	1.476532725e-05	3.470318461e-06	1.340650146e-09	1.556817869e-10	2.012691525e-08	4.446151891e-09	7.71792439e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
31.382	1739289273.536	02/11/2025_16:54:33.536	1	3	1.473014254e-05	3.437228997e-06	1.336299738e-09	1.559859464e-10	2.019208445e-08	4.445631863e-09	8.462629035e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
31.619	1739289273.773	02/11/2025_16:54:33.773	1	3	1.481050276e-05	3.467663646e-06	1.345758505e-09	1.56225588e-10	2.014903799e-08	4.469258741e-09	8.069362019e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
31.855	1739289274.009	02/11/2025_16:54:34.009	1	3	1.47797291e-05	3.505073437e-06	1.335627942e-09	1.56020516e-10	2.006684952e-08	4.427920697e-09	7.769048425e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
32.092	1739289274.246	02/11/2025_16:54:34.246	1	3	1.486307792e-05	3.465003374e-06	1.344575784e-09	1.568882108e-10	2.013232603e-08	4.395606545e-09	7.78971939e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
32.329	1739289274.483	02/11/2025_16:54:34.483	1	3	1.479903858e-05	3.498364322e-06	1.337553845e-09	1.548769724e-10	1.999191213e-08	4.439137946e-09	8.355902775e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
32.566	1739289274.720	02/11/2025_16:54:34.720	1	3	1.481520212e-05	3.491668167e-06	1.343267275e-09	1.579620046e-10	2.022172119e-08	4.477649362e-09	7.846233212e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
32.803	1739289274.957	02/11/2025_16:54:34.957	1	3	1.475247609e-05	3.480980467e-06	1.340435984e-09	1.573124547e-10	2.021046797e-08	4.423696964e-09	8.161248587e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
33.039	1739289275.193	02/11/2025_16:54:35.193	1	3	1.471524047e-05	3.445140692e-06	1.338220756e-09	1.573160768e-10	2.01848227e-08	4.45347581e-09	7.844865382e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
33.276	1739289275.430	02/11/2025_16:54:35.430	1	3	1.475850058e-05	3.495684041e-06	1.344506395e-09	1.567723312e-10	2.002542487e-08	4.420054545e-09	8.053759916e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
33.513	1739289275.667	02/11/2025_16:54:35.667	1	3	1.47735218e-05	3.499704917e-06	1.343160805e-09	1.543381672e-10	2.006370181e-08	4.445185553e-09	8.662964443e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
33.75	1739289275.904	02/11/2025_16:54:35.904	1	3	1.479529328e-05	3.488993116e-06	1.3351108e-09	1.530729293e-10	2.015902112e-08	4.437656465e-09	8.059750783e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
33.987	1739289276.141	02/11/2025_16:54:36.141	1	3	1.477400201e-05	3.486320111e-06	1.34984357e-09	1.553097373e-10	2.015978495e-08	4.463854619e-09	8.427604968e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
34.223	1739289276.377	02/11/2025_16:54:36.377	1	3	1.482463722e-05	3.532053825e-06	1.327281063e-09	1.555202356e-10	2.02159125e-08	4.447728852e-09	8.01571743e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
34.46	1739289276.614	02/11/2025_16:54:36.614	1	3	1.47710889e-05	3.509108865e-06	1.343899769e-09	1.579008591e-10	2.009992528e-08	4.437529455e-09	8.551170189e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
34.697	1739289276.851	02/11/2025_16:54:36.851	1	3	1.472825898e-05	3.474313871e-06	1.349510281e-09	1.562684565e-10	2.01774828e-08	4.452322067e-09	8.31522004e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
34.934	1739289277.088	02/11/2025_16:54:37.088	1	3	1.471482665e-05	3.382338491e-06	1.339350075e-09	1.573380454e-10	2.009743483e-08	4.42415482e-09	7.844640736e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
35.171	1739289277.325	02/11/2025_16:54:37.325	1	3	1.487690497e-05	3.455721753e-06	1.348468448e-09	1.546194006e-10	2.006649602e-08	4.463659664e-09	8.395234161e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
35.407	1739289277.561	02/11/2025_16:54:37.561	1	3	1.460720796e-05	3.476977554e-06	1.365560109e-09	1.58351221e-10	2.03393995e-08	4.500519957e-09	8.58408223e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
35.644	1739289277.798	02/11/2025_16:54:37.798	1	3	1.483230426e-05	3.467663646e-06	1.361608271e-09	1.585204468e-10	2.034703428e-08	4.470781967e-09	8.2558951e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
35.881	1739289278.035	02/11/2025_16:54:38.035	1	3	1.47761757e-05	3.494341172e-06	1.358330337e-09	1.590766963e-10	2.031816848e-08	4.50709603e-09	8.251271194e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
36.118	1739289278.272	02/11/2025_16:54:38.272	1	3	1.489846181e-05	3.471652235e-06	1.370425107e-09	1.564602892e-10	2.01655066e-08	4.485412486e-09	7.965426929e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
36.355	1739289278.509	02/11/2025_16:54:38.509	1	3	1.472476924e-05	3.467663646e-06	1.353384294e-09	1.564875868e-10	2.010373734e-08	4.454852043e-09	7.958914777e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
36.591	1739289278.745	02/11/2025_16:54:38.745	1	3	1.472780787e-05	3.534758207e-06	1.358627544e-09	1.562264623e-10	2.018751033e-08	4.433722278e-09	8.168933412e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
36.828	1739289278.982	02/11/2025_16:54:38.982	1	3	1.474453893e-05	3.461022516e-06	1.350897505e-09	1.553818046e-10	2.014270883e-08	4.46496351e-09	8.456521941e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
37.065	1739289279.219	02/11/2025_16:54:39.219	1	3	1.475520367e-05	3.559226798e-06	1.346827205e-09	1.541976546e-10	2.022788692e-08	4.463313719e-09	8.439689919e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
37.302	1739289279.456	02/11/2025_16:54:39.456	1	3	1.479049661e-05	3.433276106e-06	1.339224398e-09	1.589705312e-10	2.019801215e-08	4.492692884e-09	8.117646312e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
37.539	1739289279.693	02/11/2025_16:54:39.693	1	3	1.483310098e-05	3.494341172e-06	1.342932654e-09	1.582317055e-10	2.019631928e-08	4.435563028e-09	8.056852928e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
37.775	1739289279.929	02/11/2025_16:54:39.929	1	3	1.458085353e-05	3.463675739e-06	1.349812928e-09	1.559254531e-10	2.014376754e-08	4.43067627e-09	7.891643936e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
38.012	1739289280.166	02/11/2025_16:54:40.166	1	3	1.461813918e-05	3.442501111e-06	1.356342372e-09	1.571515973e-10	2.019158529e-08	4.433183598e-09	8.541741967e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
38.249	1739289280.403	02/11/2025_16:54:40.403	1	3	1.472332679e-05	3.479643055e-06	1.356970647e-09	1.573630254e-10	2.011380396e-08	4.471479187e-09	8.218709567e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
38.486	1739289280.640	02/11/2025_16:54:40.640	1	3	1.474189321e-05	3.472982826e-06	1.34133793e-09	1.5827753e-10	2.017096712e-08	4.459622893e-09	7.791550391e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
38.723	1739289280.877	02/11/2025_16:54:40.877	1	3	1.465991227e-05	3.437228997e-06	1.34755318e-09	1.550441442e-10	2.018164658e-08	4.450125601e-09	7.901975081e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
38.959	1739289281.113	02/11/2025_16:54:41.113	1	3	1.467148377e-05	3.480980467e-06	1.342635558e-09	1.571563435e-10	2.01745145e-08	4.475881443e-09	8.22858448e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
39.196	1739289281.350	02/11/2025_16:54:41.350	1	3	1.470854295e-05	3.418831511e-06	1.34459599e-09	1.550578554e-10	2.009528188e-08	4.419584254e-09	8.055150297e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
39.433	1739289281.587	02/11/2025_16:54:41.587	1	3	1.470972074e-05	3.461022516e-06	1.342036371e-09	1.569962216e-10	2.027936752e-08	4.465853021e-09	7.654442184e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
39.67	1739289281.824	02/11/2025_16:54:41.824	1	3	1.473727843e-05	3.40705742e-06	1.369846125e-09	1.582380477e-10	2.033593205e-08	4.48940396e-09	8.134096695e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
39.907	1739289282.061	02/11/2025_16:54:42.061	1	3	1.474852888e-05	3.517189725e-06	1.365677349e-09	1.582960985e-10	2.033370627e-08	4.493281747e-09	8.445929719e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
40.143	1739289282.297	02/11/2025_16:54:42.297	1	3	1.474102919e-05	3.458371111e-06	1.354086065e-09	1.578520648e-10	2.024011003e-08	4.43953363e-09	8.009468956e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
40.38	1739289282.534	02/11/2025_16:54:42.534	1	3	1.476171292e-05	3.518537824e-06	1.337222222e-09	1.587848603e-10	2.015884526e-08	4.453045044e-09	8.01430363e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
40.617	1739289282.771	02/11/2025_16:54:42.771	1	3	1.46966504e-05	3.462349014e-06	1.353609891e-09	1.581752229e-10	2.013466371e-08	4.462966885e-09	7.784593282e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
40.854	1739289283.008	02/11/2025_16:54:43.008	1	3	1.475247427e-05	3.443820788e-06	1.336767919e-09	1.566387436e-10	2.01814423e-08	4.41842074e-09	8.108759324e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
41.091	1739289283.245	02/11/2025_16:54:43.245	1	3	1.487117152e-05	3.480980467e-06	1.346812994e-09	1.54099955e-10	2.017434753e-08	4.457848757e-09	8.336132132e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
41.327	1739289283.481	02/11/2025_16:54:43.481	1	3	1.479109142e-05	3.493006034e-06	1.352036372e-09	1.550640727e-10	2.010638944e-08	4.45398296e-09	8.233530177e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
41.564	1739289283.718	02/11/2025_16:54:43.718	1	3	1.486772089e-05	3.479643055e-06	1.34727085e-09	1.550764933e-10	2.016151335e-08	4.418986954e-09	7.878198961e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
41.801	1739289283.955	02/11/2025_16:54:43.955	1	3	1.475397039e-05	3.465003374e-06	1.332448263e-09	1.560272467e-10	1.999824484e-08	4.419433264e-09	8.196426177e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
42.038	1739289284.192	02/11/2025_16:54:44.192	1	3	1.474890814e-05	3.468992873e-06	1.33490452e-09	1.539995909e-10	2.007801214e-08	4.399207221e-09	8.521956578e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
42.275	1739289284.429	02/11/2025_16:54:44.429	1	3	1.486825295e-05	3.510453553e-06	1.336220912e-09	1.531913901e-10	2.003233135e-08	4.450222413e-09	8.848266737e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
42.511	1739289284.665	02/11/2025_16:54:44.665	1	3	1.458201859e-05	3.478314056e-06	1.349079515e-09	1.560479662e-10	2.011300282e-08	4.434892897e-09	8.098651957e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
42.748	1739289284.902	02/11/2025_16:54:44.902	1	3	1.461916145e-05	3.447778226e-06	1.342057021e-09	1.560336027e-10	2.01122301e-08	4.432040956e-09	7.962907243e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
42.985	1739289285.139	02/11/2025_16:54:45.139	1	3	1.470443385e-05	3.465003374e-06	1.347208234e-09	1.56860136e-10	2.019477385e-08	4.473695192e-09	8.128082409e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
43.222	1739289285.376	02/11/2025_16:54:45.376	1	3	1.470012194e-05	3.445140692e-06	1.354628631e-09	1.566035357e-10	2.01472421e-08	4.478765803e-09	8.348186725e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
43.459	1739289285.613	02/11/2025_16:54:45.613	1	3	1.485889243e-05	3.445140692e-06	1.348087419e-09	1.544718659e-10	2.020466816e-08	4.454404401e-09	8.34646241e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
43.695	1739289285.849	02/11/2025_16:54:45.849	1	3	1.457629241e-05	3.560594905e-06	1.335892508e-09	1.55719479e-10	2.023500478e-08	4.423453159e-09	8.30535727e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
43.932	1739289286.086	02/11/2025_16:54:46.086	1	3	1.463633544e-05	3.451751127e-06	1.343446021e-09	1.549441547e-10	2.016672163e-08	4.436718104e-09	8.448288076e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
44.169	1739289286.323	02/11/2025_16:54:46.323	1	3	1.473759494e-05	3.511803015e-06	1.336081357e-09	1.542700551e-10	2.01244319e-08	4.399244524e-09	8.048651155e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
44.406	1739289286.560	02/11/2025_16:54:46.560	1	3	1.487644113e-05	3.435908184e-06	1.339117039e-09	1.55410948e-10	2.004907529e-08	4.409562049e-09	8.102626209e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
44.643	1739289286.797	02/11/2025_16:54:46.797	1	3	1.470706593e-05	3.486320111e-06	1.350200285e-09	1.579075343e-10	2.023779366e-08	4.445235291e-09	7.693797856e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
44.879	1739289287.033	02/11/2025_16:54:47.033	1	3	1.466102003e-05	3.476977554e-06	1.347776446e-09	1.568799812e-10	2.014904688e-08	4.454078439e-09	7.718081382e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
45.116	1739289287.270	02/11/2025_16:54:47.270	1	3	1.469877225e-05	3.450425311e-06	1.329153454e-09	1.541298755e-10	2.015265821e-08	4.4277364e-09	8.427654408e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
45.353	1739289287.507	02/11/2025_16:54:47.507	1	3	1.48423087e-05	3.479643055e-06	1.348093082e-09	1.55294666e-10	2.005752897e-08	4.438468704e-09	8.578287386e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
45.59	1739289287.744	02/11/2025_16:54:47.744	1	3	1.477814385e-05	3.552414e-06	1.338083311e-09	1.538759675e-10	2.01896988e-08	4.457087144e-09	8.214479444e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
45.827	1739289287.981	02/11/2025_16:54:47.981	1	3	1.472639542e-05	3.517189725e-06	1.33976541e-09	1.542993511e-10	2.010663458e-08	4.451621294e-09	7.386741392e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
46.063	1739289288.217	02/11/2025_16:54:48.217	1	3	1.474183409e-05	3.509108865e-06	1.345208611e-09	1.542094369e-10	2.011634592e-08	4.444642432e-09	8.340461134e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
46.3	1739289288.454	02/11/2025_16:54:48.454	1	3	1.474983037e-05	3.441178933e-06	1.332229993e-09	1.569242791e-10	1.996012955e-08	4.376610185e-09	8.174964178e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
46.537	1739289288.691	02/11/2025_16:54:48.691	1	3	1.480542869e-05	3.454393891e-06	1.3431386e-09	1.560637453e-10	2.018843048e-08	4.478421634e-09	8.114942746e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
46.774	1739289288.928	02/11/2025_16:54:48.928	1	3	1.472750773e-05	3.480980467e-06	1.346078138e-09	1.551789947e-10	2.024756895e-08	4.437912704e-09	7.796387667e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
47.011	1739289289.165	02/11/2025_16:54:49.165	1	3	1.471567612e-05	3.501050287e-06	1.348477885e-09	1.581955261e-10	2.015044487e-08	4.402965992e-09	8.145712403e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
47.247	1739289289.401	02/11/2025_16:54:49.401	1	3	1.473304383e-05	3.470318461e-06	1.345034084e-09	1.541105021e-10	2.016596135e-08	4.432509026e-09	7.953044473e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
47.484	1739289289.638	02/11/2025_16:54:49.638	1	3	1.475072895e-05	3.439860166e-06	1.349175105e-09	1.558450868e-10	2.012225941e-08	4.444559387e-09	8.216928873e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
47.721	1739289289.875	02/11/2025_16:54:49.875	1	3	1.478980994e-05	3.474313871e-06	1.337241984e-09	1.564808561e-10	2.010754585e-08	4.441673251e-09	7.773897845e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
47.958	1739289290.112	02/11/2025_16:54:50.112	1	3	1.471849919e-05	3.461022516e-06	1.350288659e-09	1.569382818e-10	2.009505629e-08	4.420928512e-09	7.854219011e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
48.195	1739289290.349	02/11/2025_16:54:50.349	1	3	1.483997858e-05	3.424079296e-06	1.351250112e-09	1.557007023e-10	2.015529255e-08	4.443891477e-09	7.84301183e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
48.431	1739289290.585	02/11/2025_16:54:50.585	1	3	1.478762351e-05	3.418831511e-06	1.342728484e-09	1.535364197e-10	2.008656885e-08	4.411603971e-09	8.371753811e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
48.668	1739289290.822	02/11/2025_16:54:50.822	1	3	1.47152241e-05	3.467663646e-06	1.33812128e-09	1.547342116e-10	2.003642408e-08	4.397246567e-09	8.109249383e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
48.905	1739289291.059	02/11/2025_16:54:51.059	1	3	1.470500865e-05	3.494341172e-06	1.330708099e-09	1.554737172e-10	2.00220569e-08	4.457433533e-09	8.075109158e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
49.142	1739289291.296	02/11/2025_16:54:51.296	1	3	1.468380651e-05	3.461022516e-06	1.3330409e-09	1.546008599e-10	2.000517085e-08	4.422710198e-09	8.033449773e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
49.379	1739289291.533	02/11/2025_16:54:51.533	1	3	1.472110125e-05	3.428017862e-06	1.334795718e-09	1.561056701e-10	1.998551902e-08	4.412312293e-09	8.360191879e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
49.615	1739289291.769	02/11/2025_16:54:51.769	1	3	1.468702339e-05	3.472982826e-06	1.332503441e-09	1.54449023e-10	1.998691879e-08	4.466954362e-09	8.432188975e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
49.852	1739289292.006	02/11/2025_16:54:52.006	1	3	1.480754872e-05	3.503738299e-06	1.342217559e-09	1.572042774e-10	2.020808054e-08	4.466065739e-09	7.84523748e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
