PV MassSpec-24.10.00
EXPORTED RUN DATA
Run Path and Name: C:\Pfeiffer Vacuum\data\006-24-2026\exsample.isi
06/24/2026 13:25:54
SensorID:  RGA PrismaPro A 200 47505932
38 Bins
250 TimePoints

Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure_(mBar)	External_Pressure_(mBar)	12_amu_(Methane_/_CH4)	13_amu_(Methane_/_CH4)	14_amu_(Nitrogen_/_N2)	15_amu_(Methane_/_CH4)	16_amu_(Oxygen_/_O2)	17_amu_(Water_/_H2O)	18_amu_(Water_/_H2O)	22_amu_(Carbon_dioxide_/_CO2)	28_amu_(Nitrogen_/_N2)	29_amu_(Nitrogen_/_N2)	32_amu_(Oxygen_/_O2)	44_amu_(Carbon_dioxide_/_CO2)	45_amu_(Carbon_dioxide_/_CO2)	Periph:_Digital_In_0	Periph:_Digital_In_1	Periph:_Digital_In_13	Periph:_Digital_In_14	Periph:_Digital_In_15	Periph:_Digital_In_16	Periph:_Digital_In_17	Periph:_Digital_Out_2	Periph:_Digital_Out_3	Periph:_Digital_Out_4	Periph:_Digital_Out_5	Periph:_Digital_Out_6	Periph:_Digital_Out_7	Periph:_Digital_Out_8	Periph:_Digital_Out_9	Periph:_Digital_Out_10	Periph:_Digital_Out_11	Sig:_MCD	Sig:_MCD_CO2	Sig:_MCD_N2	Sig:_MCD_O2
106.097	1782300460.977	06/24/2026_13:27:40.977	1	3	2.536650027e-05	4.271596936e-06	9.332454514e-14	9.902354544e-14	1.357659957e-10	4.159332655e-13	4.748563001e-11	1.506317423e-12	5.755738768e-12	4.999999912e-15	8.767566673e-10	6.142768585e-12	2.033465618e-10	4.809200998e-13	1.64657479e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.05110733949	78.40544704	21.54344562
107.963	1782300462.843	06/24/2026_13:27:42.843	1	3	2.534542e-05	4.274871571e-06	1.154181324e-13	1.131002843e-13	1.354331786e-10	4.484092405e-13	4.739257944e-11	1.542274229e-12	5.724896685e-12	4.999999912e-15	8.763211823e-10	6.215751004e-12	2.027500806e-10	5.130615442e-13	5.908128668e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.05486267076	78.44229876	21.50283857
109.83	1782300464.710	06/24/2026_13:27:44.710	1	3	2.519819463e-05	4.265049938e-06	1.34114589e-13	1.128877401e-13	1.353255008e-10	3.865710107e-13	4.752797114e-11	1.511519642e-12	5.645797631e-12	4.999999912e-15	8.730995371e-10	6.167174844e-12	2.026886853e-10	4.765841042e-13	6.059713007e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.05110428095	78.38642638	21.56246933
111.696	1782300466.576	06/24/2026_13:27:46.576	1	3	2.530446181e-05	4.322650511e-06	1.308902395e-13	1.246934278e-13	1.350189544e-10	4.667448069e-13	4.730809147e-11	1.54900474e-12	5.755335444e-12	4.999999912e-15	8.783407335e-10	6.127000816e-12	2.030099006e-10	4.663266301e-13	3.866286631e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04962969933	78.46421612	21.48615418
113.563	1782300468.443	06/24/2026_13:27:48.443	1	3	2.531108657e-05	4.256881766e-06	1.269724343e-13	7.846127177e-14	1.34707176e-10	4.206719337e-13	4.720525706e-11	1.470530078e-12	5.673920535e-12	4.999999912e-15	8.652397687e-10	6.119442626e-12	2.00504266e-10	4.993666613e-13	6.180631365e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.05406460495	78.41308439	21.53285101
115.429	1782300470.309	06/24/2026_13:27:50.309	1	3	2.525460332e-05	4.268320026e-06	1.37155749e-13	1.017869261e-13	1.338017752e-10	4.469207936e-13	4.663097339e-11	1.476702983e-12	5.642148207e-12	4.999999912e-15	8.662642825e-10	6.125113437e-12	2.015316802e-10	4.900913117e-13	7.346318784e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.05303693795	78.35918159	21.58778147
117.295	1782300472.175	06/24/2026_13:27:52.175	1	3	2.523408875e-05	4.263420578e-06	1.216612396e-13	8.912795767e-14	1.339681838e-10	4.052012903e-13	4.674845233e-11	1.482359591e-12	5.553825195e-12	4.999999912e-15	8.643878946e-10	6.150328077e-12	2.01451078e-10	5.01952863e-13	6.706075718e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.05437675454	78.32694918	21.61867406
119.162	1782300474.042	06/24/2026_13:27:54.042	1	3	2.523003423e-05	4.256881766e-06	1.239412354e-13	7.521500106e-14	1.340475092e-10	4.029730651e-13	4.666770095e-11	1.498733863e-12	5.575897816e-12	4.999999912e-15	8.629679193e-10	6.068986893e-12	2.004298116e-10	4.901983225e-13	7.651727694e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.05328009758	78.38426082	21.56245908
121.028	1782300475.908	06/24/2026_13:27:55.908	1	3	2.527991455e-05	4.261782578e-06	8.31999671e-14	4.863959983e-14	1.341789457e-10	4.77529908e-13	4.727515948e-11	1.484599661e-12	5.53631186e-12	4.999999912e-15	8.66154537e-10	6.080480303e-12	2.011088379e-10	4.00814527e-13	5.693918102e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04327076423	78.3877585	21.56897073
122.895	1782300477.775	06/24/2026_13:27:57.775	1	3	2.524187948e-05	4.261782578e-06	3.904070399e-14	4.640438831e-14	1.334753141e-10	4.085038243e-13	4.657463998e-11	1.41564939e-12	5.519628591e-12	4.999999912e-15	8.613890157e-10	5.983776408e-12	1.991158349e-10	4.570667846e-13	3.96301305e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04959220849	78.46278006	21.48762773
124.761	1782300479.641	06/24/2026_13:27:59.641	1	3	2.52783575e-05	4.312723377e-06	1.820642297e-13	6.88449406e-14	1.334596045e-10	3.491551666e-13	4.680663496e-11	1.443828564e-12	5.495660784e-12	4.999999912e-15	8.621948155e-10	6.033668357e-12	2.00989031e-10	3.881042623e-13	2.508492817e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04186126035	78.32914112	21.62899762
126.627	1782300481.507	06/24/2026_13:28:01.507	1	3	2.520403723e-05	4.278153938e-06	4.867344388e-14	8.22421829e-14	1.332420008e-10	4.215654789e-13	4.664509404e-11	1.461785987e-12	5.47780701e-12	4.999999912e-15	8.58324356e-10	6.021362228e-12	1.999814481e-10	4.685115685e-13	9.911498434e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.05075651938	78.33104838	21.61819511
128.494	1782300483.374	06/24/2026_13:28:03.374	1	3	2.521432907e-05	4.265049938e-06	4.719642849e-14	5.835944521e-14	1.332573912e-10	4.525222157e-13	4.696228129e-11	1.436740484e-12	5.484143521e-12	4.999999912e-15	8.633390114e-10	5.989339667e-12	2.007572858e-10	4.678310148e-13	4.394271066e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.05061694592	78.35940462	21.58997843
130.36	1782300485.240	06/24/2026_13:28:05.240	1	3	2.531654354e-05	4.261782578e-06	4.150041652e-14	7.238889935e-14	1.334012623e-10	3.894260131e-13	4.673395351e-11	1.398913212e-12	5.379489389e-12	4.999999912e-15	8.61460403e-10	5.95206523e-12	1.995882903e-10	4.165509897e-13	3.6231526e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04512176314	78.42637161	21.52850663
132.227	1782300487.107	06/24/2026_13:28:07.107	1	3	2.530225902e-05	4.253624866e-06	6.467076223e-14	2.393348174e-14	1.324480525e-10	4.227198832e-13	4.635063861e-11	1.420657862e-12	5.440422418e-12	4.999999912e-15	8.571203192e-10	5.984300295e-12	1.991670301e-10	4.107643858e-13	2.447112405e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04462090825	78.38160196	21.57377714
134.093	1782300488.973	06/24/2026_13:28:08.973	1	3	2.516733548e-05	4.260149581e-06	4.241540861e-14	8.974773507e-14	1.323340326e-10	3.8184229e-13	4.64618552e-11	1.452345839e-12	5.444041919e-12	4.999999912e-15	8.597810242e-10	5.965473775e-12	1.989396287e-10	4.210462816e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04553170294	78.44813905	21.50632925
135.959	1782300490.839	06/24/2026_13:28:10.839	1	3	2.524549018e-05	4.255255135e-06	2.75839769e-14	6.382097812e-14	1.334682642e-10	3.826422415e-13	4.655805949e-11	1.414957452e-12	5.415494008e-12	4.999999912e-15	8.568163956e-10	5.992275252e-12	2.000523774e-10	4.387720656e-13	2.515861665e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04765590233	78.30086015	21.65148395
137.826	1782300492.706	06/24/2026_13:28:12.706	1	3	2.521652095e-05	4.324311703e-06	8.737715412e-14	7.656856648e-14	1.325599075e-10	3.870145307e-13	4.646866919e-11	1.423411736e-12	5.451284823e-12	4.999999912e-15	8.569835397e-10	5.960000722e-12	1.98676367e-10	4.105791228e-13	2.332216451e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04461975666	78.41680547	21.53857477
139.692	1782300494.572	06/24/2026_13:28:14.572	1	3	2.520456292e-05	4.337588507e-06	6.942291522e-14	8.286394574e-14	1.331580263e-10	3.745920403e-13	4.648358087e-11	1.432514589e-12	5.519241314e-12	4.999999912e-15	8.620100744e-10	5.924419809e-12	2.000188626e-10	3.879415235e-13	3.587011398e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04196206275	78.40867224	21.54936569
141.559	1782300496.439	06/24/2026_13:28:16.439	1	3	2.52511345e-05	4.232484116e-06	3.741732469e-14	5.723438216e-14	1.327341431e-10	4.114523392e-13	4.633858575e-11	1.486583426e-12	5.411373172e-12	4.999999912e-15	8.510428473e-10	5.894979383e-12	1.981316083e-10	3.991224668e-13	1.365358496e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04356098487	78.34964869	21.60679033
143.425	1782300498.305	06/24/2026_13:28:18.305	1	3	2.517802204e-05	4.258517492e-06	3.862850388e-14	8.931015785e-14	1.32519426e-10	3.844154812e-13	4.64742099e-11	1.450992213e-12	5.447076817e-12	4.999999912e-15	8.509706828e-10	5.884636962e-12	1.985295123e-10	3.987048051e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04344678494	78.31276594	21.64378728
145.291	1782300500.171	06/24/2026_13:28:20.171	1	3	2.519767804e-05	4.268320026e-06	5.748626943e-14	6.64071459e-14	1.316430437e-10	4.231062386e-13	4.592979816e-11	1.44995333e-12	5.459208172e-12	4.999999912e-15	8.504407734e-10	5.937072015e-12	1.979030689e-10	4.044321573e-13	3.700014064e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.0443349045	78.36042678	21.59523832
147.158	1782300502.038	06/24/2026_13:28:22.038	1	3	2.514097469e-05	4.273229479e-06	3.481424675e-14	6.839093094e-14	1.320279719e-10	3.754557971e-13	4.627967107e-11	1.429826093e-12	5.417706648e-12	4.999999912e-15	8.504654203e-10	5.816086762e-12	1.974796993e-10	4.216810278e-13	3.309777176e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04622927845	78.38847803	21.56529269
149.024	1782300503.904	06/24/2026_13:28:23.904	1	3	2.507564204e-05	4.242226169e-06	2.747593616e-14	6.941992012e-14	1.315929865e-10	4.936626737e-13	4.644118076e-11	1.488637555e-12	5.484049413e-12	4.999999912e-15	8.500838367e-10	5.902103025e-12	1.979440084e-10	4.066085576e-13	1.9080769e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04447304769	78.34024008	21.61528687
150.891	1782300505.771	06/24/2026_13:28:25.771	1	3	2.505458178e-05	4.255255135e-06	8.333637328e-14	3.510397268e-14	1.315245968e-10	4.684587679e-13	4.599725809e-11	1.452975327e-12	5.409067291e-12	4.999999912e-15	8.489046133e-10	5.847826563e-12	1.970663632e-10	4.229145246e-13	1.400396048e-13	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04711229721	78.39498218	21.55790552
152.757	1782300507.637	06/24/2026_13:28:27.637	1	3	2.505329576e-05	4.245478522e-06	1.295016137e-14	4.862165629e-14	1.323553628e-10	4.373083926e-13	4.622257438e-11	1.369427141e-12	5.356040698e-12	4.999999912e-15	8.442081478e-10	5.806034039e-12	1.963844504e-10	3.712502853e-13	1.003495518e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04079173495	78.36211097	21.5970973
154.623	1782300509.503	06/24/2026_13:28:29.503	1	3	2.509738806e-05	4.273229479e-06	1.264898017e-14	6.093737982e-15	1.317239651e-10	4.077236595e-13	4.60006512e-11	1.437370405e-12	5.393716723e-12	4.999999912e-15	8.44689485e-10	5.822694757e-12	1.968348401e-10	3.853219827e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04229363659	78.3357701	21.62193627
156.49	1782300511.370	06/24/2026_13:28:31.370	1	3	2.509640944e-05	4.283070211e-06	4.999999912e-15	7.830616309e-15	1.309580916e-10	4.008264803e-13	4.583311508e-11	1.459454085e-12	5.42012225e-12	4.999999912e-15	8.441225496e-10	5.773614659e-12	1.975801328e-10	3.697946355e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04056275278	78.265797	21.69364025
158.356	1782300513.236	06/24/2026_13:28:33.236	1	3	2.501390736e-05	4.268320026e-06	4.999999912e-15	4.999999912e-15	1.314061221e-10	3.943822807e-13	4.598830691e-11	1.474463997e-12	5.4430206e-12	4.999999912e-15	8.463051371e-10	5.762909681e-12	1.960479695e-10	3.788344963e-13	8.718199096e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04205285469	78.4314423	21.52650485
160.223	1782300515.103	06/24/2026_13:28:35.103	1	3	2.501167728e-05	4.284711849e-06	4.999999912e-15	1.933963243e-14	1.310924563e-10	3.782450156e-13	4.574338131e-11	1.443005763e-12	5.453774151e-12	4.999999912e-15	8.418527542e-10	5.782726728e-12	1.955608037e-10	3.221511328e-13	6.782714581e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03542589065	78.39315589	21.57141822
162.089	1782300516.969	06/24/2026_13:28:36.969	1	3	2.501755989e-05	4.247105608e-06	1.190724019e-14	3.062112535e-14	1.301717345e-10	3.859661885e-13	4.558221162e-11	1.482762372e-12	5.377766375e-12	4.999999912e-15	8.38623504e-10	5.783545951e-12	1.95107111e-10	3.42795589e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03785501033	78.3653728	21.59677219
163.955	1782300518.835	06/24/2026_13:28:38.835	1	3	2.499024049e-05	4.238971542e-06	4.999999912e-15	2.185459523e-14	1.298836455e-10	4.096931128e-13	4.559973232e-11	1.663627786e-12	5.412079205e-12	4.999999912e-15	8.453105438e-10	5.655781832e-12	1.953062018e-10	3.660764183e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.0402099668	78.47730208	21.48248795
165.822	1782300520.702	06/24/2026_13:28:40.702	1	3	2.507845966e-05	4.2341062e-06	4.999999912e-15	2.426402449e-14	1.297745938e-10	4.273475833e-13	4.59122601e-11	1.432792687e-12	5.365865738e-12	4.999999912e-15	8.427392673e-10	5.742285987e-12	1.950476447e-10	3.375256888e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03712626876	78.44441148	21.51846225
167.688	1782300522.568	06/24/2026_13:28:42.568	1	3	2.508611396e-05	4.265049938e-06	4.999999912e-15	3.097658442e-14	1.30233227e-10	4.008100546e-13	4.600802031e-11	1.437015871e-12	5.427027317e-12	4.999999912e-15	8.433110876e-10	5.756971289e-12	1.955011986e-10	3.617613479e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03978796527	78.41570872	21.54450332
169.555	1782300524.435	06/24/2026_13:28:44.435	1	3	2.496572961e-05	4.235728738e-06	4.999999912e-15	1.648216679e-14	1.296002611e-10	4.17403281e-13	4.552391797e-11	1.471423135e-12	5.444361108e-12	4.999999912e-15	8.343961078e-10	5.706283536e-12	1.940040489e-10	3.212730104e-13	8.935272634e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03565096872	78.37419527	21.59015376
171.421	1782300526.301	06/24/2026_13:28:46.301	1	3	2.492351814e-05	4.258517492e-06	3.955743814e-14	2.666201881e-14	1.300804742e-10	3.99713357e-13	4.54085658e-11	1.455401771e-12	5.453720375e-12	4.999999912e-15	8.367329607e-10	5.768551869e-12	1.944865241e-10	3.628032662e-13	2.096699618e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04029348297	78.38048982	21.57921669
173.287	1782300528.167	06/24/2026_13:28:48.167	1	3	2.50000794e-05	4.287996489e-06	4.668317057e-14	1.001048067e-13	1.303553376e-10	4.277235033e-13	4.555775895e-11	1.432288316e-12	5.38679561e-12	4.999999912e-15	8.374178018e-10	5.711872815e-12	1.947822736e-10	3.23660017e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03576234946	78.3710595	21.59317815
175.154	1782300530.034	06/24/2026_13:28:50.034	1	3	2.506678902e-05	4.232484116e-06	4.999999912e-15	1.247376632e-14	1.298196967e-10	4.039124178e-13	4.576689028e-11	1.453543557e-12	5.406325995e-12	4.999999912e-15	8.384760108e-10	5.77574143e-12	1.954789386e-10	3.812200122e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04214853046	78.32378947	21.634062
177.02	1782300531.900	06/24/2026_13:28:51.900	1	3	2.498657705e-05	4.260149581e-06	4.999999912e-15	4.999999912e-15	1.300197588e-10	4.134271864e-13	4.569003509e-11	1.467877035e-12	5.378150616e-12	4.999999912e-15	8.393851725e-10	5.707428887e-12	1.941295874e-10	3.659952658e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04046713019	78.45669885	21.50283402
178.887	1782300533.767	06/24/2026_13:28:53.767	1	3	2.497469541e-05	4.316029845e-06	4.999999912e-15	4.999999912e-15	1.293168211e-10	3.947232894e-13	4.546544044e-11	1.451025064e-12	5.333033494e-12	4.999999912e-15	8.364792747e-10	5.737953515e-12	1.944785721e-10	3.63779021e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04031725817	78.37273935	21.58694339
180.753	1782300535.633	06/24/2026_13:28:55.633	1	3	2.499537732e-05	4.263420578e-06	4.999999912e-15	1.100420482e-14	1.297390112e-10	3.841551101e-13	4.538835627e-11	1.387831798e-12	5.333553477e-12	4.999999912e-15	8.333756463e-10	5.682068531e-12	1.937990324e-10	3.31569841e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03682897761	78.37306414	21.59010688
182.619	1782300537.499	06/24/2026_13:28:57.499	1	3	2.49862278e-05	4.309419637e-06	4.999999912e-15	3.358863074e-14	1.297469771e-10	3.914108078e-13	4.547277832e-11	1.407246064e-12	5.326519607e-12	4.999999912e-15	8.348610692e-10	5.735808096e-12	1.940141936e-10	3.836050401e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04262581266	78.37853278	21.57884141
184.486	1782300539.366	06/24/2026_13:28:59.366	1	3	2.501169183e-05	4.265049938e-06	4.999999912e-15	4.999999912e-15	1.288989193e-10	3.656183971e-13	4.54774586e-11	1.451402908e-12	5.543940741e-12	4.999999912e-15	8.414832164e-10	5.600372596e-12	1.946476591e-10	3.91508901e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04322825823	78.45368099	21.50309076
186.352	1782300541.232	06/24/2026_13:29:01.232	1	3	2.495161425e-05	4.291283858e-06	4.999999912e-15	7.621555026e-15	1.291554086e-10	3.679606533e-13	4.525610442e-11	1.406333058e-12	5.27159089e-12	4.999999912e-15	8.307219912e-10	5.705420077e-12	1.925768017e-10	3.845598156e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04296791712	78.41816541	21.53886667
188.219	1782300543.099	06/24/2026_13:29:03.099	1	3	2.499752918e-05	4.238971542e-06	4.999999912e-15	1.964529613e-14	1.286126761e-10	3.855400157e-13	4.494162334e-11	1.430937725e-12	5.323129524e-12	4.999999912e-15	8.301980214e-10	5.658028733e-12	1.926499793e-10	3.154873281e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03517101048	78.41217397	21.55265502
190.085	1782300544.965	06/24/2026_13:29:04.965	1	3	2.496228626e-05	4.245478522e-06	4.999999912e-15	4.999999912e-15	1.284135437e-10	4.174779283e-13	4.522435204e-11	1.417865174e-12	5.351602841e-12	4.999999912e-15	8.274329e-10	5.732822637e-12	1.922204063e-10	3.321203989e-13	2.001367415e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03725926477	78.38519513	21.57754561
191.951	1782300546.831	06/24/2026_13:29:06.831	1	3	2.493070679e-05	4.253624866e-06	4.880934524e-14	4.999999912e-15	1.289423013e-10	2.767771906e-13	4.498630982e-11	1.418109987e-12	5.35356438e-12	4.999999912e-15	8.282540209e-10	5.665427329e-12	1.924235493e-10	3.651296117e-13	3.540416116e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04106387978	78.38781998	21.57111614
193.818	1782300548.698	06/24/2026_13:29:08.698	1	3	2.490646511e-05	4.260149581e-06	4.999999912e-15	4.999999912e-15	1.291329266e-10	3.78863824e-13	4.50791314e-11	1.425547831e-12	5.300531715e-12	4.999999912e-15	8.269945839e-10	5.613558663e-12	1.919374382e-10	3.321367703e-13	6.313299764e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03755627302	78.40490538	21.55753834
195.684	1782300550.564	06/24/2026_13:29:10.564	1	3	2.488964856e-05	4.344246918e-06	4.999999912e-15	1.724582798e-14	1.286412227e-10	3.7568928e-13	4.513817445e-11	1.43856216e-12	5.352168361e-12	4.999999912e-15	8.237321381e-10	5.608161505e-12	1.91552052e-10	3.772544072e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.04246615251	78.36535523	21.59217862
197.551	1782300552.431	06/24/2026_13:29:12.431	1	3	2.488954487e-05	4.253624866e-06	4.999999912e-15	2.123283916e-14	1.283849971e-10	4.154314154e-13	4.498205627e-11	1.428933035e-12	5.250243816e-12	4.999999912e-15	8.211101798e-10	5.592570244e-12	1.91291441e-10	3.446977404e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03886223454	78.33955606	21.6215817
199.417	1782300554.297	06/24/2026_13:29:14.297	1	3	2.49815148e-05	4.307768904e-06	4.999999912e-15	4.153227512e-14	1.279193002e-10	3.886972124e-13	4.503020179e-11	1.407248667e-12	5.26772766e-12	4.999999912e-15	8.208266289e-10	5.682560325e-12	1.912522224e-10	2.743548661e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.0308284364	78.34107581	21.62809576
201.283	1782300556.163	06/24/2026_13:29:16.163	1	3	2.482246418e-05	4.256881766e-06	4.999999912e-15	4.999999912e-15	1.277978973e-10	3.960618996e-13	4.473877518e-11	1.481643367e-12	5.340569566e-12	4.999999912e-15	8.246199834e-10	5.624635306e-12	1.913653819e-10	3.008117843e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03373485544	78.41096805	21.55529709
203.15	1782300558.030	06/24/2026_13:29:18.030	1	3	2.47576354e-05	4.276510026e-06	4.999999912e-15	4.999999912e-15	1.277596778e-10	3.903300209e-13	4.49668705e-11	1.447714995e-12	5.27644985e-12	4.999999912e-15	8.220733538e-10	5.631404197e-12	1.908470326e-10	3.199308765e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03601800872	78.3971061	21.56687589
205.016	1782300559.896	06/24/2026_13:29:19.896	1	3	2.481054617e-05	4.258517492e-06	4.999999912e-15	1.161551866e-14	1.27875141e-10	3.629819969e-13	4.455553634e-11	1.433334137e-12	5.333750368e-12	4.999999912e-15	8.207048374e-10	5.604554581e-12	1.907675268e-10	3.332962704e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03760049399	78.38337133	21.57902817
206.883	1782300561.763	06/24/2026_13:29:21.763	1	3	2.483542812e-05	4.2341062e-06	4.999999912e-15	4.999999912e-15	1.271290573e-10	4.214564895e-13	4.468236198e-11	1.424412237e-12	5.273485208e-12	4.999999912e-15	8.168293819e-10	5.619232944e-12	1.899375796e-10	3.37222058e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.0382254324	78.37000479	21.59176978
208.749	1782300563.629	06/24/2026_13:29:23.629	1	3	2.478295391e-05	4.242226169e-06	4.999999912e-15	4.999999912e-15	1.269546135e-10	3.85629625e-13	4.429237532e-11	1.436813992e-12	5.277292492e-12	4.999999912e-15	8.179952826e-10	5.533485128e-12	1.901789143e-10	3.051985205e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03449950973	78.38319786	21.58230263
210.615	1782300565.495	06/24/2026_13:29:25.495	1	3	2.483711251e-05	4.253624866e-06	4.999999912e-15	4.999999912e-15	1.27975644e-10	3.727133077e-13	4.487259522e-11	1.434586607e-12	5.248705116e-12	4.999999912e-15	8.158236864e-10	5.53782107e-12	1.897195456e-10	3.113783645e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03528866095	78.36926521	21.59544613
212.482	1782300567.362	06/24/2026_13:29:27.362	1	3	2.488674727e-05	4.214672117e-06	4.999999912e-15	4.999999912e-15	1.268552347e-10	3.875980212e-13	4.468164033e-11	1.439347664e-12	5.292013355e-12	4.999999912e-15	8.172632571e-10	5.563757354e-12	1.901064306e-10	2.737376027e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03090613596	78.36939254	21.59970132
214.348	1782300569.228	06/24/2026_13:29:29.228	1	3	2.472917731e-05	4.273229479e-06	4.999999912e-15	4.999999912e-15	1.26614233e-10	3.535523924e-13	4.442657353e-11	1.481356487e-12	5.268373845e-12	4.999999912e-15	8.143636321e-10	5.61320955e-12	1.892838386e-10	3.001068903e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.03406407063	78.38221314	21.58372279
216.215	1782300571.095	06/24/2026_13:29:31.095	1	3	2.470115396e-05	4.256881766e-06	4.999999912e-15	4.999999912e-15	1.269017252e-10	3.674260061e-13	4.465107797e-11	1.456241161e-12	5.308552209e-12	4.999999912e-15	8.195907286e-10	5.600073356e-12	1.896731383e-10	2.430118552e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0.02732663207	78.45675865	21.51591471
