PV MassSpec-24.10.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EXPORTED RUN DATA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Run Path and Name: C:\Pfeiffer Vacuum\data\005-21-2025\1000ppm.isi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/21/2025 15:58:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SensorID:  RGA PrismaPro A 200 47505932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39 Bins;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1141 TimePoints;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time Relative (sec);Time Absolute (UTC);Time Absolute (Date_Time);Step;Ionizer_State;Pressure_(mBar);External_Pressure_(mBar);12_amu_(Methane_/_CH4);13_amu_(Methane_/_CH4);14_amu_(Nitrogen_/_N2);15_amu_(Methane_/_CH4);16_amu_(Oxygen_/_O2);17_amu_(Water_/_H2O);18_amu_(Water_/_H2O);22_amu_(Carbon_dioxide_/_CO2);28_amu_(Nitrogen_/_N2);29_amu_(Nitrogen_/_N2);32_amu_(Oxygen_/_O2);44_amu_(Carbon_dioxide_/_CO2);45_amu_(Carbon_dioxide_/_CO2);Periph:_Digital_In_0;Periph:_Digital_In_1;Periph:_Digital_In_13;Periph:_Digital_In_14;Periph:_Digital_In_15;Periph:_Digital_In_16;Periph:_Digital_In_17;Periph:_Digital_Out_2;Periph:_Digital_Out_3;Periph:_Digital_Out_4;Periph:_Digital_Out_5;Periph:_Digital_Out_6;Periph:_Digital_Out_7;Periph:_Digital_Out_8;Periph:_Digital_Out_9;Periph:_Digital_Out_10;Periph:_Digital_Out_11;;ch4;co2;n2;o2
313.385;1747836248.993;4:04:08 PM;1;3;3.882893361e-05;6.76872105e-06;1.018531573e-13;3.091437154e-13;4.862509839e-10;4.562288915e-12;1.72322448e-10;7.908663416e-13;2.542457998e-12;7.430999717e-14;2.888099981e-09;1.996709742e-11;6.655869189e-10;2.338460914e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.060209746e-08;0.1367013585;0.005098053017;79.0820845;20.77611609
315.251;1747836250.859;4:04:10 PM;1;3;3.883055251e-05;6.696471246e-06;1.309699148e-13;3.878788566e-13;4.873805248e-10;4.640302465e-12;1.736065458e-10;7.449681063e-13;2.516930457e-12;5.752811286e-14;2.894680717e-09;2.003905548e-11;6.676583175e-10;2.66825868e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3.275102102e-09;0.1389847847;0.006116202086;79.06173968;20.79315933
317.118;1747836252.726;4:04:12 PM;1;3;3.895428381e-05;6.766127626e-06;1.833147485e-13;4.112667238e-13;4.871217874e-10;4.602590444e-12;1.740150246e-10;7.020350555e-13;2.457644765e-12;4.999999912e-15;2.881573202e-09;1.993331195e-11;6.64280797e-10;3.60999208e-13;2.064443248e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8.108428703e-10;0.1385644995;0.009128017939;79.06332859;20.78897889
318.984;1747836254.592;4:04:14 PM;1;3;3.878419739e-05;6.786908671e-06;2.289630074e-13;4.778112042e-13;4.847640622e-10;4.571782623e-12;1.724470844e-10;7.069540266e-13;2.455606465e-12;4.999999912e-15;2.896769935e-09;1.992482394e-11;6.633616989e-10;3.676146844e-13;3.019104606e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8.549478735e-09;0.137359469;0.009319039355;79.17612285;20.67719864
320.851;1747836256.459;4:04:16 PM;1;3;3.891241795e-05;6.737660442e-06;1.872256012e-13;4.84955446e-13;4.863410785e-10;4.714379928e-12;1.72861947e-10;7.454764345e-13;2.445960101e-12;4.999999912e-15;2.901492158e-09;2.000449979e-11;6.686429743e-10;2.913010274e-13;4.511308319e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;6.590153384e-09;0.1412831346;0.006936614946;79.07710345;20.7746768
322.717;1747836258.325;4:04:18 PM;1;3;3.894340625e-05;6.711885362e-06;1.505286103e-13;4.259841449e-13;4.85843199e-10;4.676166138e-12;1.731837451e-10;7.695449096e-13;2.480343405e-12;4.999999912e-15;2.879530392e-09;1.973830474e-11;6.676987852e-10;2.660378157e-13;6.289404287e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4.566282252e-10;0.1407823431;0.006118894155;78.9759888;20.87710996
324.583;1747836260.191;4:04:20 PM;1;3;3.890362495e-05;6.747996395e-06;9.35012972e-14;4.013029058e-13;4.872524606e-10;4.662297892e-12;1.716394388e-10;8.105912859e-13;2.488215363e-12;3.718834458e-14;2.872965421e-09;2.010708093e-11;6.661602936e-10;2.371032786e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3.411474113e-09;0.1405521734;0.005220168385;78.98580145;20.86842621
326.45;1747836262.058;4:04:22 PM;1;3;3.89640918e-05;6.742826827e-06;9.448050117e-14;3.237745629e-13;4.86433005e-10;4.640452519e-12;1.7275395e-10;7.938841641e-13;2.532934149e-12;4.448384613e-14;2.871743288e-09;1.980990025e-11;6.636574623e-10;2.606116278e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.022536947e-08;0.1398072979;0.00596596407;79.03084078;20.82338595
328.316;1747836263.924;4:04:23 PM;1;3;3.888984065e-05;6.709306035e-06;1.054757545e-13;3.59059245e-13;4.860688518e-10;4.631212514e-12;1.721960352e-10;7.899449324e-13;2.532874301e-12;5.822705057e-14;2.88678903e-09;1.993665996e-11;6.633611993e-10;2.544103708e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;6.594147817e-09;0.1390925691;0.005748307436;79.12494789;20.73021123
330.183;1747836265.791;4:04:25 PM;1;3;3.881136581e-05;6.750582088e-06;1.580680438e-13;3.812051044e-13;4.873939585e-10;4.574460168e-12;1.726496029e-10;7.371434734e-13;2.481869094e-12;7.664523991e-14;2.883407735e-09;1.986635856e-11;6.63951838e-10;2.954930951e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2.436525976e-09;0.1375546582;0.007041766257;79.09130666;20.76409691
332.049;1747836267.657;4:04:27 PM;1;3;3.889182699e-05;6.711885362e-06;2.062959314e-13;4.230569887e-13;4.881233751e-10;4.595913927e-12;1.727095966e-10;7.048169015e-13;2.439231542e-12;2.510685616e-14;2.886842099e-09;2.008123876e-11;6.682950859e-10;3.260744268e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2.651245901e-09;0.138064714;0.007983846467;79.00813338;20.84581806
333.915;1747836269.523;4:04:29 PM;1;3;3.887697312e-05;6.831264272e-06;2.11107851e-13;4.996659011e-13;4.876481996e-10;4.608347991e-12;1.730156851e-10;7.16729627e-13;2.428810625e-12;4.999999912e-15;2.880555794e-09;1.993348715e-11;6.655924145e-10;3.519857745e-13;6.606018765e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;9.647111768e-09;0.1390060761;0.00892322934;79.0326775;20.8193932
335.782;1747836271.390;4:04:31 PM;1;3;3.893862231e-05;6.737660442e-06;2.284910813e-13;4.348895647e-13;4.840439161e-10;4.633226962e-12;1.720192461e-10;7.277050056e-13;2.424341327e-12;4.999999912e-15;2.86549473e-09;1.990757038e-11;6.640292205e-10;3.174169369e-13;1.753402653e-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4.062483907e-09;0.1402644261;0.008065624927;78.98691238;20.86475757
337.648;1747836273.256;4:04:33 PM;1;3;3.883367026e-05;6.76352829e-06;1.796045544e-13;4.22582569e-13;4.875436166e-10;4.702577303e-12;1.732989585e-10;7.203760158e-13;2.384240375e-12;4.999999912e-15;2.877214911e-09;1.965031436e-11;6.608126824e-10;2.65105456e-13;7.754032334e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;7.960421324e-10;0.1419736904;0.006229338251;79.12421035;20.72758662
339.515;1747836275.123;4:04:35 PM;1;3;3.900830779e-05;6.76872105e-06;1.746139447e-13;3.97145641e-13;4.860250535e-10;4.745377268e-12;1.723819559e-10;8.605963706e-13;2.520800842e-12;4.999999912e-15;2.872820426e-09;1.986743409e-11;6.631251104e-10;1.87330159e-13;9.725332451e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2.06732329e-09;0.1433034384;0.003665763144;79.05004452;20.80298627
341.381;1747836276.989;4:04:36 PM;1;3;3.890856533e-05;6.745403425e-06;1.046289791e-13;3.483994777e-13;4.856747782e-10;4.614961191e-12;1.722169768e-10;8.419183319e-13;2.540215651e-12;8.176529657e-14;2.892158957e-09;1.995985495e-11;6.677559616e-10;1.917985356e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;7.438078338e-09;0.138192151;0.003773770085;79.05391189;20.80412219
343.247;1747836278.855;4:04:38 PM;1;3;3.879456926e-05;6.737660442e-06;6.286221137e-14;3.36015856e-13;4.852487301e-10;4.67359788e-12;1.735164512e-10;7.87463302e-13;2.538660254e-12;6.878423205e-14;2.876413108e-09;1.991697952e-11;6.686859955e-10;1.778298103e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.039298289e-08;0.1404480962;0.003349539052;78.93560784;20.92059453
345.114;1747836280.722;4:04:40 PM;1;3;3.895243208e-05;6.650420346e-06;1.497117046e-13;3.378383456e-13;4.87403895e-10;4.55606039e-12;1.72948697e-10;8.07091644e-13;2.517949824e-12;4.364104157e-14;2.87916313e-09;2.0003426e-11;6.655345164e-10;2.637712911e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;6.464347601e-09;0.1369514061;0.006049893;79.03031096;20.82668774
346.98;1747836282.588;4:04:42 PM;1;3;3.896887938e-05;6.786908671e-06;2.062471559e-13;3.988700917e-13;4.884060378e-10;4.604929285e-12;1.736189803e-10;6.970738006e-13;2.417207276e-12;1.904046548e-14;2.888731032e-09;2.006738005e-11;6.669218511e-10;2.960053806e-13;2.046223061e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3.674582051e-10;0.1382496051;0.007067601148;79.04659514;20.80808766
348.847;1747836284.455;4:04:44 PM;1;3;3.892837049e-05;6.67851873e-06;2.368514185e-13;4.436003702e-13;4.87411167e-10;4.641276512e-12;1.731648713e-10;6.899476108e-13;2.394258186e-12;4.999999912e-15;2.893133288e-09;2.003663381e-11;6.665934471e-10;3.909792141e-13;4.502895588e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;5.036527027e-09;0.1393700391;0.01007407129;79.07695009;20.7736058
350.713;1747836286.321;4:04:46 PM;1;3;3.896233466e-05;6.773910627e-06;1.777606247e-13;4.886169052e-13;4.895596706e-10;4.689677899e-12;1.734053456e-10;7.23876742e-13;2.392818799e-12;4.999999912e-15;2.870682803e-09;1.991829791e-11;6.655262452e-10;3.429439621e-13;1.800227041e-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;6.861504721e-09;0.1417948934;0.008859670962;78.97655638;20.87278905
352.579;1747836288.187;4:04:48 PM;1;3;3.885938349e-05;6.76352829e-06;1.414972333e-13;4.591277445e-13;4.909436746e-10;4.677501008e-12;1.7417634e-10;7.692710943e-13;2.450992968e-12;4.999999912e-15;2.894388063e-09;1.994048329e-11;6.687018161e-10;2.135809975e-13;4.884372122e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3.17914109e-09;0.1402710096;0.004525524006;79.03621275;20.81899071
354.446;1747836290.054;4:04:50 PM;1;3;3.889626532e-05;6.805137673e-06;1.107939288e-13;3.875596946e-13;4.894606942e-10;4.660214922e-12;1.744075578e-10;7.713599182e-13;2.498821462e-12;4.999999912e-15;2.896668239e-09;2.007322954e-11;6.682838727e-10;2.194213778e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4.109581632e-09;0.1394543367;0.004630245637;79.05655361;20.79936181
356.312;1747836291.920;4:04:51 PM;1;3;3.891900269e-05;6.771315384e-06;7.074662443e-14;3.663179243e-13;4.89024099e-10;4.690916926e-12;1.740295963e-10;8.183547156e-13;2.524569312e-12;2.151859589e-14;2.899247287e-09;2.00191079e-11;6.692877919e-10;1.719665399e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;7.557160013e-09;0.1401631467;0.003144977625;79.0497323;20.80695958
358.179;1747836293.787;4:04:53 PM;1;3;3.890136577e-05;6.776499504e-06;7.875449425e-14;3.317047158e-13;4.890391425e-10;4.579210275e-12;1.740090433e-10;7.983455477e-13;2.527877864e-12;8.033556594e-14;2.897358797e-09;1.978059383e-11;6.64564126e-10;1.988994093e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;9.418927053e-09;0.1369322224;0.003993147399;79.15129098;20.70778365
360.045;1747836295.653;4:04:55 PM;1;3;3.898313662e-05;6.732499514e-06;1.098485858e-13;3.698001649e-13;4.86246321e-10;4.497853479e-12;1.730107307e-10;7.433094396e-13;2.498843797e-12;6.507699924e-14;2.873714822e-09;1.988131014e-11;6.631516447e-10;2.455930966e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4.24393116e-09;0.135520092;0.00549106982;79.05592341;20.80306543
361.911;1747836297.519;4:04:57 PM;1;3;3.888025458e-05;6.722180842e-06;1.927384305e-13;3.641105429e-13;4.862529823e-10;4.577800378e-12;1.726293275e-10;7.187427736e-13;2.44349983e-12;3.144604396e-14;2.87294899e-09;1.978795253e-11;6.614741532e-10;3.106929319e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2.955304573e-09;0.1381352746;0.007545901246;79.08939501;20.76492381
363.778;1747836299.386;4:04:59 PM;1;3;3.885491242e-05;6.750582088e-06;1.866625615e-13;4.768056609e-13;4.860529201e-10;4.552887147e-12;1.720764087e-10;6.473057225e-13;2.373496582e-12;4.999999912e-15;2.866487936e-09;1.99432762e-11;6.64750921e-10;3.076039857e-13;3.404812578e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;7.332976054e-09;0.1377930589;0.007505314005;78.97946496;20.87523667
365.644;1747836301.252;4:05:01 PM;1;3;3.888140782e-05;6.711885362e-06;1.85124824e-13;4.465698644e-13;4.880771898e-10;4.541568076e-12;1.731522148e-10;7.067403845e-13;2.400879842e-12;4.999999912e-15;2.902980301e-09;2.007449242e-11;6.698249178e-10;3.374366216e-13;4.126396897e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4.642570173e-09;0.1358007954;0.008362723059;79.06107348;20.794763
367.511;1747836303.119;4:05:03 PM;1;3;3.888192077e-05;6.68877783e-06;1.780613282e-13;4.834057417e-13;4.876181681e-10;4.660607403e-12;1.730516841e-10;7.525807234e-13;2.40304391e-12;4.999999912e-15;2.874093852e-09;1.984400665e-11;6.596941327e-10;2.743668194e-13;7.042156029e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;6.667258329e-09;0.1410216003;0.006516172107;79.1350565;20.71740573
369.377;1747836304.985;4:05:04 PM;1;3;3.874862159e-05;6.696471246e-06;1.605347257e-13;4.289132797e-13;4.841608225e-10;4.664539154e-12;1.721334603e-10;8.214392708e-13;2.497103869e-12;2.206221147e-14;2.881421324e-09;1.981478696e-11;6.624523152e-10;2.350238873e-13;1.755001106e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.138620481e-09;0.1406127745;0.005171074635;79.11431057;20.73990558
371.243;1747836306.851;4:05:06 PM;1;3;3.881307566e-05;6.711885362e-06;8.826924922e-14;3.42788623e-13;4.852787616e-10;4.683528738e-12;1.730875582e-10;8.319067006e-13;2.5385514e-12;3.7683188e-14;2.884676276e-09;1.979147228e-11;6.698080979e-10;1.721651928e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;9.088407525e-09;0.1404428709;0.003163658512;78.95810118;20.89829229
373.11;1747836308.718;4:05:08 PM;1;3;3.879932046e-05;6.76352829e-06;1.036472815e-13;3.770637502e-13;4.882361737e-10;4.57658e-12;1.729025534e-10;8.001915103e-13;2.587394491e-12;5.587287157e-14;2.878254968e-09;2.000645656e-11;6.642769113e-10;1.916531848e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4.506073122e-09;0.1377296362;0.003786562657;79.05686461;20.80161919
374.976;1747836310.584;4:05:10 PM;1;3;3.877964991e-05;6.719605608e-06;9.113169204e-14;3.301231901e-13;4.846947843e-10;4.578313423e-12;1.720488751e-10;7.951032411e-13;2.512002759e-12;7.663927679e-14;2.873749683e-09;1.973594205e-11;6.638456451e-10;1.879589014e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;9.173753712e-09;0.1378520295;0.003676125505;79.04323703;20.81523481
376.843;1747836312.451;4:05:12 PM;1;3;3.890406879e-05;6.683646461e-06;1.484995259e-13;3.446389495e-13;4.854460722e-10;4.525070423e-12;1.723268611e-10;7.390048317e-13;2.512468315e-12;3.927071071e-14;2.868049132e-09;1.987395144e-11;6.641134864e-10;2.423119214e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;5.595449857e-09;0.1365012651;0.005394816192;79.00395502;20.8541489
378.709;1747836314.317;4:05:14 PM;1;3;3.869030479e-05;6.691326234e-06;1.677276617e-13;4.051460773e-13;4.839491585e-10;4.560081479e-12;1.71907974e-10;6.808126111e-13;2.419823456e-12;1.260021987e-14;2.887066364e-09;1.986142154e-11;6.630786475e-10;2.769006812e-13;2.435664754e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.70283845e-10;0.1371205053;0.006488387593;79.13371607;20.72267504
380.575;1747836316.183;4:05:16 PM;1;3;3.87682594e-05;6.732499514e-06;1.767410816e-13;4.867132088e-13;4.839805778e-10;4.588450713e-12;1.719755588e-10;7.048880793e-13;2.416996724e-12;4.999999912e-15;2.869116722e-09;1.982959977e-11;6.652604023e-10;3.303034116e-13;4.372068977e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;7.597925248e-09;0.1387986545;0.008231555442;78.97953732;20.87343247
382.442;1747836318.050;4:05:18 PM;1;3;3.883695899e-05;6.747996395e-06;1.844940894e-13;4.573968157e-13;4.84406959e-10;4.659115541e-12;1.721488924e-10;6.793311573e-13;2.388903094e-12;4.999999912e-15;2.872637683e-09;1.969020953e-11;6.625643922e-10;3.342889117e-13;5.168874226e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4.514813635e-09;0.1408695535;0.008369367079;79.06017736;20.79058372
384.308;1747836319.916;4:05:19 PM;1;3;3.876433766e-05;6.67851873e-06;1.216413445e-13;4.320953046e-13;4.839962875e-10;4.630121807e-12;1.719276804e-10;7.436007105e-13;2.450663587e-12;4.999999912e-15;2.858081993e-09;1.976975181e-11;6.63060884e-10;2.616988928e-13;2.512477429e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;5.51778656e-10;0.1403827202;0.006059518479;78.96997307;20.88358469
386.175;1747836321.783;4:05:21 PM;1;3;3.881537123e-05;6.76352829e-06;1.886080539e-13;3.086534121e-13;4.866321235e-10;4.589201848e-12;1.727087084e-10;7.528207116e-13;2.532174557e-12;4.999999912e-15;2.870903515e-09;1.965739203e-11;6.628324001e-10;2.07855624e-13;5.722395349e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8.229123762e-09;0.138346895;0.004307758278;79.04840203;20.80894332
388.041;1747836323.649;4:05:23 PM;1;3;3.874504182e-05;6.67851873e-06;7.369120234e-14;4.017559126e-13;4.88163121e-10;4.652761683e-12;1.730728894e-10;7.901758132e-13;2.481085866e-12;4.999999912e-15;2.863584259e-09;1.992646326e-11;6.631019622e-10;1.845129952e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3.890818226e-09;0.1407057532;0.003577292822;78.99922072;20.85649624
389.907;1747836325.515;4:05:25 PM;1;3;3.878691132e-05;6.76872105e-06;5.969012719e-14;3.109478007e-13;4.849541879e-10;4.588187035e-12;1.72232964e-10;7.939009693e-13;2.523879543e-12;4.415428933e-14;2.878572491e-09;1.97101762e-11;6.598910862e-10;1.738970974e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.197530354e-08;0.1380518416;0.003232965019;79.16230973;20.69640546
391.774;1747836327.382;4:05:27 PM;1;3;3.898603245e-05;6.691326234e-06;7.135545816e-14;3.009163556e-13;4.834313505e-10;4.505334907e-12;1.715779741e-10;7.999549374e-13;2.599886235e-12;6.411919471e-14;2.893249862e-09;1.982294016e-11;6.651404427e-10;1.54661982e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1.175839001e-08;0.134767962;0.002613517065;79.1260169;20.73660162
393.64;1747836329.248;4:05:29 PM;1;3;3.875647599e-05;6.675967143e-06;1.393635776e-13;3.643803466e-13;4.861086533e-10;4.515114411e-12;1.722724741e-10;6.832415493e-13;2.523830537e-12;9.822008387e-14;2.883559391e-09;1.990324398e-11;6.641291406e-10;2.428814257e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3.989424794e-09;0.135673563;0.005390194862;79.09167554;20.76726071
395.507;1747836331.115;4:05:31 PM;1;3;3.877340714e-05;6.69389874e-06;1.944613632e-13;3.564268292e-13;4.855164604e-10;4.454893485e-12;1.722624543e-10;6.602060478e-13;2.422701796e-12;1.094647613e-14;2.878427718e-09;1.98784305e-11;6.636833305e-10;2.973380277e-13;6.269544752e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2.458444142e-09;0.1340624885;0.007211105143;79.07291986;20.78580654
397.373;1747836332.981;4:05:32 PM;1;3;3.871165973e-05;6.729920187e-06;2.242646308e-13;4.112044906e-13;4.877367954e-10;4.545666361e-12;1.727333554e-10;6.896508646e-13;2.462688256e-12;4.999999912e-15;2.876236804e-09;1.979117044e-11;6.631487026e-10;3.441028658e-13;3.620964883e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2.593429766e-09;0.1371105351;0.008640393686;79.06916159;20.78508748
399.239;1747836334.847;4:05:34 PM;1;3;3.878993084e-05;6.652976481e-06;2.603129843e-13;4.816777402e-13;4.857145242e-10;4.620651518e-12;1.720979609e-10;7.037275493e-13;2.418603946e-12;4.999999912e-15;2.874582572e-09;1.981929378e-11;6.651806883e-10;2.908151693e-13;1.154206396e-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;9.410739176e-09;0.1396419469;0.007101529552;79.01313532;20.8401212
401.106;1747836336.714;4:05:36 PM;1;3;3.891764572e-05;6.758346899e-06;2.249048116e-13;4.656287292e-13;4.874505244e-10;4.659931295e-12;1.727500226e-10;7.857363306e-13;2.483555896e-12;4.999999912e-15;2.880386818e-09;1.978063199e-11;6.632365213e-10;2.146298953e-13;7.280011012e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;6.498092055e-09;0.1406170082;0.004625544646;79.09025801;20.76449943
402.972;1747836338.580;4:05:38 PM;1;3;3.871783338e-05;6.79211189e-06;1.326470536e-13;3.867164022e-13;4.869178949e-10;4.748938656e-12;1.735417365e-10;7.745946896e-13;2.450330954e-12;4.999999912e-15;2.866202164e-09;1.960641718e-11;6.60910493e-10;2.058140577e-13;1.81374318e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4.338863167e-09;0.1436746494;0.004272379017;79.05881896;20.79323401
404.839;1747836340.447;4:05:40 PM;1;3;3.880333679e-05;6.815575944e-06;8.651543701e-14;3.736079371e-13;4.857755864e-10;4.576911333e-12;1.71791581e-10;8.235100427e-13;2.531476981e-12;1.241653146e-14;2.879755323e-09;1.985763637e-11;6.679476416e-10;1.597063546e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;5.350068856e-09;0.1375358276;0.002778758083;78.98409744;20.87558798
406.705;1747836342.313;4:05:42 PM;1;3;3.900919546e-05;6.701604889e-06;8.297050248e-14;3.432605762e-13;4.855161273e-10;4.598265345e-12;1.722911397e-10;7.950664324e-13;2.525371188e-12;7.157647955e-14;2.885885975e-09;1.972783222e-11;6.61455557e-10;1.737800984e-13;9.492854941e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8.416000904e-09;0.1381358179;0.003229179232;79.16629468;20.69234032
408.571;1747836344.179;4:05:44 PM;1;3;3.89007073e-05;6.76872105e-06;8.026785752e-14;3.249423842e-13;4.862454328e-10;4.477368996e-12;1.726292165e-10;7.650554994e-13;2.511457839e-12;6.362088861e-14;2.880917727e-09;1.996495157e-11;6.654148343e-10;2.802704087e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;9.040545321e-09;0.134389216;0.006565971345;79.04518386;20.81386096
410.438;1747836346.046;4:05:46 PM;1;3;3.900232696e-05;6.776499504e-06;1.610569046e-13;3.3378717e-13;4.874476933e-10;4.559580144e-12;1.730355581e-10;7.429480208e-13;2.497140082e-12;2.643154453e-14;2.875822469e-09;2.008031415e-11;6.66276867e-10;1.712203242e-13;4.999999912e-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;6.516437783e-09;0.137153925;0.003144584495;78.99600266;20.86369883
412.304;1747836347.912;4:05:47 PM;1;3;3.888547872e-05;6.681078503e-06;1.947545857e-13;4.284413536e-13;4.849471935e-10;4.522866023e-12;1.723058501e-10;7.087038205e-13;2.483250584e-12;2.779107646e-14;2.878955296e-09;1.990135313e-11;6.659436336e-10;2.816573472e-13;1.793033563e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3.464684284e-09;0.1362428708;0.00663483523;79.02092371;20.83619859
414.171;1747836349.779;4:05:49 PM;1;3;3.877234849e-05;6.686208053e-06;2.202034535e-13;4.240610413e-13;4.850090329e-10;4.634536678e-12;1.735736971e-10;7.356780116e-13;2.415074217e-12;5.350032466e-15;2.888429496e-09;1.988040114e-11;6.662651542e-10;3.408222326e-13;6.933731069e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2.81119847e-09;0.1392946263;0.008559306026;79.05540799;20.79673808
416.037;1747836351.645;4:05:51 PM;1;3;3.886486957e-05;6.732499514e-06;2.247868368e-13;4.742683026e-13;4.866883563e-10;4.549716506e-12;1.717450071e-10;7.700586046e-13;2.462728589e-12;4.999999912e-15;2.871421101e-09;1.988917017e-11;6.664122032e-10;2.913866251e-13;9.988278921e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8.304110441e-09;0.1374749175;0.007095909278;78.97112046;20.88430872
417.903;1747836353.511;4:05:53 PM;1;3;3.873715468e-05;6.802530606e-06;2.16498179e-13;4.903527671e-13;4.879427973e-10;4.644058142e-12;1.737380656e-10;7.845420819e-13;2.52490303e-12;4.999999912e-15;2.884526618e-09;1.976885149e-11;6.652604578e-10;2.452042475e-13;5.887769384e-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8.63444086e-09;0.1399396947;0.0055521674;79.06082759;20.79368055
